         C++/CSIM Simulation Report (Version 20.0 for MS Visual C/C++)

                           Tue Dec 08 21:23:56 2015


                     Ending simulation time:      3682.000
                     Elapsed simulation time:     3682.000
                     CPU time used (seconds):      561.156


FACILITY SUMMARY 

facility     service    service          through-    queue     response   compl
rSwitch2     fcfs       0.05000  0.099    1.98506    0.12028    0.06059     7309
   > server  0          0.05000  0.019    0.38213                           1407
   > server  1          0.05000  0.012    0.23601                            869
   > server  2          0.05000  0.008    0.16621                            612
   > server  3          0.05000  0.007    0.13552                            499
   > server  4          0.05000  0.006    0.11570                            426
   > server  5          0.05000  0.005    0.10185                            375
   > server  6          0.05000  0.005    0.09370                            345
   > server  7          0.05000  0.004    0.08664                            319
   > server  8          0.05000  0.004    0.07958                            293
   > server  9          0.05000  0.004    0.07414                            273
   > server 10          0.05000  0.004    0.07061                            260
   > server 11          0.05000  0.003    0.06545                            241
   > server 12          0.05000  0.003    0.06192                            228
   > server 13          0.05000  0.003    0.05703                            210
   > server 14          0.05000  0.003    0.05215                            192
   > server 15          0.05000  0.002    0.04861                            179
   > server 16          0.05000  0.002    0.04536                            167
   > server 17          0.05000  0.002    0.04074                            150
   > server 18          0.05000  0.002    0.03775                            139
   > server 19          0.05000  0.002    0.03395                            125
rSwitch3     fcfs       0.05000  0.075    1.50923    0.08650    0.05731     5557
   > server  0          0.05000  0.020    0.40168                           1479
   > server  1          0.05000  0.012    0.23466                            864
   > server  2          0.05000  0.008    0.15454                            569
   > server  3          0.05000  0.005    0.10674                            393
   > server  4          0.05000  0.004    0.08121                            299
   > server  5          0.05000  0.003    0.06491                            239
   > server  6          0.05000  0.003    0.05812                            214
   > server  7          0.05000  0.003    0.05079                            187
   > server  8          0.05000  0.002    0.04536                            167
   > server  9          0.05000  0.002    0.04210                            155
   > server 10          0.05000  0.002    0.03965                            146
   > server 11          0.05000  0.002    0.03531                            130
   > server 12          0.05000  0.002    0.03232                            119
   > server 13          0.05000  0.002    0.03069                            113
   > server 14          0.05000  0.001    0.02716                            100
   > server 15          0.05000  0.001    0.02471                             91
   > server 16          0.05000  0.001    0.02227                             82
   > server 17          0.05000  0.001    0.02037                             75
   > server 18          0.05000  0.001    0.01928                             71
   > server 19          0.05000  0.001    0.01738                             64
rSwitch4     fcfs       0.05000  0.075    1.50272    0.08128    0.05409     5533
   > server  0          0.05000  0.022    0.43781                           1612
   > server  1          0.05000  0.013    0.25312                            932
   > server  2          0.05000  0.008    0.15671                            577
   > server  3          0.05000  0.006    0.11162                            411
   > server  4          0.05000  0.004    0.08121                            299
   > server  5          0.05000  0.003    0.06600                            243
   > server  6          0.05000  0.003    0.05486                            202
   > server  7          0.05000  0.002    0.04536                            167
   > server  8          0.05000  0.002    0.04128                            152
   > server  9          0.05000  0.002    0.03504                            129
   > server 10          0.05000  0.002    0.03178                            117
   > server 11          0.05000  0.001    0.02960                            109
   > server 12          0.05000  0.001    0.02716                            100
   > server 13          0.05000  0.001    0.02526                             93
   > server 14          0.05000  0.001    0.02336                             86
   > server 15          0.05000  0.001    0.02010                             74
   > server 16          0.05000  0.001    0.01847                             68
   > server 17          0.05000  0.001    0.01630                             60
   > server 18          0.05000  0.001    0.01412                             52
   > server 19          0.05000  0.001    0.01358                             50
rSwitch5     fcfs       0.05000  0.069    1.37833    0.07386    0.05359     5075
   > server  0          0.05000  0.021    0.41771                           1538
   > server  1          0.05000  0.012    0.23791                            876
   > server  2          0.05000  0.007    0.14612                            538
   > server  3          0.05000  0.005    0.10266                            378
   > server  4          0.05000  0.004    0.07414                            273
   > server  5          0.05000  0.003    0.05894                            217
   > server  6          0.05000  0.002    0.04699                            173
   > server  7          0.05000  0.002    0.03965                            146
   > server  8          0.05000  0.002    0.03585                            132
   > server  9          0.05000  0.002    0.03205                            118
   > server 10          0.05000  0.001    0.02988                            110
   > server 11          0.05000  0.001    0.02689                             99
   > server 12          0.05000  0.001    0.02363                             87
   > server 13          0.05000  0.001    0.02091                             77
   > server 14          0.05000  0.001    0.01820                             67
   > server 15          0.05000  0.001    0.01602                             59
   > server 16          0.05000  0.001    0.01521                             56
   > server 17          0.05000  0.001    0.01276                             47
   > server 18          0.05000  0.001    0.01168                             43
   > server 19          0.05000  0.001    0.01114                             41
rSwitch6     fcfs       0.05000  0.065    1.30826    0.06913    0.05284     4817
   > server  0          0.05000  0.023    0.45627                           1680
   > server  1          0.05000  0.012    0.24226                            892
   > server  2          0.05000  0.007    0.14503                            534
   > server  3          0.05000  0.005    0.09696                            357
   > server  4          0.05000  0.003    0.06735                            248
   > server  5          0.05000  0.002    0.04861                            179
   > server  6          0.05000  0.002    0.03965                            146
   > server  7          0.05000  0.002    0.03259                            120
   > server  8          0.05000  0.001    0.02797                            103
   > server  9          0.05000  0.001    0.02417                             89
   > server 10          0.05000  0.001    0.02146                             79
   > server 11          0.05000  0.001    0.01955                             72
   > server 12          0.05000  0.001    0.01765                             65
   > server 13          0.05000  0.001    0.01548                             57
   > server 14          0.05000  0.001    0.01195                             44
   > server 15          0.05000  0.001    0.01005                             37
   > server 16          0.05000  0.000    0.00923                             34
   > server 17          0.05000  0.000    0.00815                             30
   > server 18          0.05000  0.000    0.00706                             26
   > server 19          0.05000  0.000    0.00679                             25
rSwitch7     fcfs       0.05000  0.066    1.31695    0.06867    0.05214     4849
   > server  0          0.05000  0.022    0.44541                           1640
   > server  1          0.05000  0.012    0.24470                            901
   > server  2          0.05000  0.008    0.15345                            565
   > server  3          0.05000  0.005    0.09777                            360
   > server  4          0.05000  0.004    0.07007                            258
   > server  5          0.05000  0.003    0.05160                            190
   > server  6          0.05000  0.002    0.04291                            158
   > server  7          0.05000  0.002    0.03612                            133
   > server  8          0.05000  0.002    0.03015                            111
   > server  9          0.05000  0.001    0.02607                             96
   > server 10          0.05000  0.001    0.02146                             79
   > server 11          0.05000  0.001    0.01765                             65
   > server 12          0.05000  0.001    0.01467                             54
   > server 13          0.05000  0.001    0.01358                             50
   > server 14          0.05000  0.001    0.01168                             43
   > server 15          0.05000  0.001    0.01059                             39
   > server 16          0.05000  0.000    0.00869                             32
   > server 17          0.05000  0.000    0.00760                             28
   > server 18          0.05000  0.000    0.00652                             24
   > server 19          0.05000  0.000    0.00625                             23
rSwitch8     fcfs       0.05000  0.064    1.27892    0.06610    0.05168     4709
   > server  0          0.05000  0.024    0.47501                           1749
   > server  1          0.05000  0.013    0.26670                            982
   > server  2          0.05000  0.008    0.15399                            567
   > server  3          0.05000  0.005    0.09180                            338
   > server  4          0.05000  0.003    0.06029                            222
   > server  5          0.05000  0.002    0.04508                            166
   > server  6          0.05000  0.002    0.03341                            123
   > server  7          0.05000  0.001    0.02743                            101
   > server  8          0.05000  0.001    0.02336                             86
   > server  9          0.05000  0.001    0.01738                             64
   > server 10          0.05000  0.001    0.01439                             53
   > server 11          0.05000  0.001    0.01276                             47
   > server 12          0.05000  0.001    0.01114                             41
   > server 13          0.05000  0.000    0.00951                             35
   > server 14          0.05000  0.000    0.00815                             30
   > server 15          0.05000  0.000    0.00760                             28
   > server 16          0.05000  0.000    0.00625                             23
   > server 17          0.05000  0.000    0.00543                             20
   > server 18          0.05000  0.000    0.00543                             20
   > server 19          0.05000  0.000    0.00380                             14
rSwitch9     fcfs       0.05000  0.061    1.22542    0.06273    0.05119     4512
   > server  0          0.05000  0.022    0.44785                           1649
   > server  1          0.05000  0.012    0.24606                            906
   > server  2          0.05000  0.007    0.14666                            540
   > server  3          0.05000  0.005    0.09288                            342
   > server  4          0.05000  0.003    0.06328                            233
   > server  5          0.05000  0.002    0.04237                            156
   > server  6          0.05000  0.002    0.03205                            118
   > server  7          0.05000  0.001    0.02444                             90
   > server  8          0.05000  0.001    0.02010                             74
   > server  9          0.05000  0.001    0.01602                             59
   > server 10          0.05000  0.001    0.01439                             53
   > server 11          0.05000  0.001    0.01331                             49
   > server 12          0.05000  0.001    0.01222                             45
   > server 13          0.05000  0.001    0.01059                             39
   > server 14          0.05000  0.000    0.00951                             35
   > server 15          0.05000  0.000    0.00842                             31
   > server 16          0.05000  0.000    0.00788                             29
   > server 17          0.05000  0.000    0.00733                             27
   > server 18          0.05000  0.000    0.00570                             21
   > server 19          0.05000  0.000    0.00435                             16
rSwitch10    fcfs       0.05000  0.061    1.21347    0.06267    0.05165     4468
   > server  0          0.05000  0.023    0.46632                           1717
   > server  1          0.05000  0.013    0.25258                            930
   > server  2          0.05000  0.007    0.14123                            520
   > server  3          0.05000  0.004    0.08908                            328
   > server  4          0.05000  0.003    0.05812                            214
   > server  5          0.05000  0.002    0.04183                            154
   > server  6          0.05000  0.002    0.03232                            119
   > server  7          0.05000  0.001    0.02526                             93
   > server  8          0.05000  0.001    0.01928                             71
   > server  9          0.05000  0.001    0.01439                             53
   > server 10          0.05000  0.001    0.01222                             45
   > server 11          0.05000  0.001    0.01114                             41
   > server 12          0.05000  0.001    0.01005                             37
   > server 13          0.05000  0.000    0.00788                             29
   > server 14          0.05000  0.000    0.00706                             26
   > server 15          0.05000  0.000    0.00570                             21
   > server 16          0.05000  0.000    0.00516                             19
   > server 17          0.05000  0.000    0.00462                             17
   > server 18          0.05000  0.000    0.00462                             17
   > server 19          0.05000  0.000    0.00462                             17
rSwitch11    fcfs       0.05000  0.059    1.18821    0.06135    0.05163     4375
   > server  0          0.05000  0.022    0.44541                           1640
   > server  1          0.05000  0.012    0.24986                            920
   > server  2          0.05000  0.007    0.14910                            549
   > server  3          0.05000  0.005    0.09506                            350
   > server  4          0.05000  0.003    0.06002                            221
   > server  5          0.05000  0.002    0.04183                            154
   > server  6          0.05000  0.002    0.03015                            111
   > server  7          0.05000  0.001    0.02281                             84
   > server  8          0.05000  0.001    0.01684                             62
   > server  9          0.05000  0.001    0.01385                             51
   > server 10          0.05000  0.001    0.01032                             38
   > server 11          0.05000  0.000    0.00869                             32
   > server 12          0.05000  0.000    0.00788                             29
   > server 13          0.05000  0.000    0.00760                             28
   > server 14          0.05000  0.000    0.00706                             26
   > server 15          0.05000  0.000    0.00625                             23
   > server 16          0.05000  0.000    0.00489                             18
   > server 17          0.05000  0.000    0.00353                             13
   > server 18          0.05000  0.000    0.00353                             13
   > server 19          0.05000  0.000    0.00353                             13
rSwitch12    fcfs       0.05000  0.060    1.19446    0.06022    0.05041     4398
   > server  0          0.05000  0.023    0.45356                           1670
   > server  1          0.05000  0.013    0.26236                            966
   > server  2          0.05000  0.008    0.15481                            570
   > server  3          0.05000  0.005    0.09587                            353
   > server  4          0.05000  0.003    0.06464                            238
   > server  5          0.05000  0.002    0.04318                            159
   > server  6          0.05000  0.002    0.03096                            114
   > server  7          0.05000  0.001    0.02037                             75
   > server  8          0.05000  0.001    0.01521                             56
   > server  9          0.05000  0.001    0.01195                             44
   > server 10          0.05000  0.000    0.00869                             32
   > server 11          0.05000  0.000    0.00706                             26
   > server 12          0.05000  0.000    0.00598                             22
   > server 13          0.05000  0.000    0.00489                             18
   > server 14          0.05000  0.000    0.00380                             14
   > server 15          0.05000  0.000    0.00326                             12
   > server 16          0.05000  0.000    0.00272                             10
   > server 17          0.05000  0.000    0.00217                              8
   > server 18          0.05000  0.000    0.00163                              6
   > server 19          0.05000  0.000    0.00136                              5
rSwitch13    fcfs       0.05000  0.071    1.41363    0.08178    0.05785     5205
   > server  0          0.05000  0.024    0.48343                           1780
   > server  1          0.05000  0.014    0.27376                           1008
   > server  2          0.05000  0.008    0.16160                            595
   > server  3          0.05000  0.006    0.11325                            417
   > server  4          0.05000  0.004    0.07387                            272
   > server  5          0.05000  0.003    0.05052                            186
   > server  6          0.05000  0.002    0.03857                            142
   > server  7          0.05000  0.002    0.03069                            113
   > server  8          0.05000  0.001    0.02499                             92
   > server  9          0.05000  0.001    0.02146                             79
   > server 10          0.05000  0.001    0.02064                             76
   > server 11          0.05000  0.001    0.01847                             68
   > server 12          0.05000  0.001    0.01630                             60
   > server 13          0.05000  0.001    0.01494                             55
   > server 14          0.05000  0.001    0.01385                             51
   > server 15          0.05000  0.001    0.01331                             49
   > server 16          0.05000  0.001    0.01249                             46
   > server 17          0.05000  0.001    0.01086                             40
   > server 18          0.05000  0.001    0.01059                             39
   > server 19          0.05000  0.001    0.01005                             37
rSwitch14    fcfs       0.05000  0.059    1.18061    0.05990    0.05074     4347
   > server  0          0.05000  0.024    0.47311                           1742
   > server  1          0.05000  0.013    0.26399                            972
   > server  2          0.05000  0.008    0.15589                            574
   > server  3          0.05000  0.004    0.08963                            330
   > server  4          0.05000  0.003    0.05921                            218
   > server  5          0.05000  0.002    0.03476                            128
   > server  6          0.05000  0.001    0.02553                             94
   > server  7          0.05000  0.001    0.01820                             67
   > server  8          0.05000  0.001    0.01304                             48
   > server  9          0.05000  0.001    0.01005                             37
   > server 10          0.05000  0.000    0.00842                             31
   > server 11          0.05000  0.000    0.00598                             22
   > server 12          0.05000  0.000    0.00462                             17
   > server 13          0.05000  0.000    0.00380                             14
   > server 14          0.05000  0.000    0.00326                             12
   > server 15          0.05000  0.000    0.00244                              9
   > server 16          0.05000  0.000    0.00244                              9
   > server 17          0.05000  0.000    0.00217                              8
   > server 18          0.05000  0.000    0.00217                              8
   > server 19          0.05000  0.000    0.00190                              7
rSwitch15    fcfs       0.05000  0.057    1.13362    0.05673    0.05004     4174
   > server  0          0.05000  0.024    0.48343                           1780
   > server  1          0.05000  0.013    0.26779                            986
   > server  2          0.05000  0.007    0.14068                            518
   > server  3          0.05000  0.004    0.08229                            303
   > server  4          0.05000  0.003    0.05106                            188
   > server  5          0.05000  0.002    0.03232                            119
   > server  6          0.05000  0.001    0.02091                             77
   > server  7          0.05000  0.001    0.01521                             56
   > server  8          0.05000  0.001    0.01086                             40
   > server  9          0.05000  0.000    0.00788                             29
   > server 10          0.05000  0.000    0.00489                             18
   > server 11          0.05000  0.000    0.00380                             14
   > server 12          0.05000  0.000    0.00299                             11
   > server 13          0.05000  0.000    0.00244                              9
   > server 14          0.05000  0.000    0.00190                              7
   > server 15          0.05000  0.000    0.00136                              5
   > server 16          0.05000  0.000    0.00136                              5
   > server 17          0.05000  0.000    0.00081                              3
   > server 18          0.05000  0.000    0.00081                              3
   > server 19          0.05000  0.000    0.00081                              3
rSwitch16    fcfs       0.05000  0.058    1.16567    0.05885    0.05048     4292
   > server  0          0.05000  0.023    0.46089                           1697
   > server  1          0.05000  0.013    0.26480                            975
   > server  2          0.05000  0.007    0.14856                            547
   > server  3          0.05000  0.005    0.09153                            337
   > server  4          0.05000  0.003    0.05921                            218
   > server  5          0.05000  0.002    0.04020                            148
   > server  6          0.05000  0.001    0.02553                             94
   > server  7          0.05000  0.001    0.01657                             61
   > server  8          0.05000  0.001    0.01249                             46
   > server  9          0.05000  0.000    0.00978                             36
   > server 10          0.05000  0.000    0.00869                             32
   > server 11          0.05000  0.000    0.00625                             23
   > server 12          0.05000  0.000    0.00516                             19
   > server 13          0.05000  0.000    0.00380                             14
   > server 14          0.05000  0.000    0.00326                             12
   > server 15          0.05000  0.000    0.00272                             10
   > server 16          0.05000  0.000    0.00190                              7
   > server 17          0.05000  0.000    0.00163                              6
   > server 18          0.05000  0.000    0.00136                              5
   > server 19          0.05000  0.000    0.00136                              5
rSwitch17    fcfs       0.05000  0.058    1.16947    0.05965    0.05100     4306
   > server  0          0.05000  0.024    0.47773                           1759
   > server  1          0.05000  0.012    0.24823                            914
   > server  2          0.05000  0.007    0.14802                            545
   > server  3          0.05000  0.004    0.08039                            296
   > server  4          0.05000  0.003    0.05296                            195
   > server  5          0.05000  0.002    0.03748                            138
   > server  6          0.05000  0.001    0.02471                             91
   > server  7          0.05000  0.001    0.01955                             72
   > server  8          0.05000  0.001    0.01602                             59
   > server  9          0.05000  0.001    0.01331                             49
   > server 10          0.05000  0.000    0.00951                             35
   > server 11          0.05000  0.000    0.00815                             30
   > server 12          0.05000  0.000    0.00706                             26
   > server 13          0.05000  0.000    0.00598                             22
   > server 14          0.05000  0.000    0.00462                             17
   > server 15          0.05000  0.000    0.00380                             14
   > server 16          0.05000  0.000    0.00326                             12
   > server 17          0.05000  0.000    0.00299                             11
   > server 18          0.05000  0.000    0.00299                             11
   > server 19          0.05000  0.000    0.00272                             10
rSwitch18    fcfs       0.05000  0.062    1.24932    0.06531    0.05227     4600
   > server  0          0.05000  0.023    0.46985                           1730
   > server  1          0.05000  0.013    0.26344                            970
   > server  2          0.05000  0.008    0.15236                            561
   > server  3          0.05000  0.005    0.09479                            349
   > server  4          0.05000  0.003    0.05894                            217
   > server  5          0.05000  0.002    0.04047                            149
   > server  6          0.05000  0.001    0.02988                            110
   > server  7          0.05000  0.001    0.02309                             85
   > server  8          0.05000  0.001    0.01955                             72
   > server  9          0.05000  0.001    0.01602                             59
   > server 10          0.05000  0.001    0.01304                             48
   > server 11          0.05000  0.001    0.01114                             41
   > server 12          0.05000  0.001    0.01032                             38
   > server 13          0.05000  0.000    0.00951                             35
   > server 14          0.05000  0.000    0.00815                             30
   > server 15          0.05000  0.000    0.00733                             27
   > server 16          0.05000  0.000    0.00679                             25
   > server 17          0.05000  0.000    0.00543                             20
   > server 18          0.05000  0.000    0.00462                             17
   > server 19          0.05000  0.000    0.00462                             17
rSwitch19    fcfs       0.05000  0.058    1.15997    0.05812    0.05011     4271
   > server  0          0.05000  0.024    0.47230                           1739
   > server  1          0.05000  0.013    0.26562                            978
   > server  2          0.05000  0.008    0.15345                            565
   > server  3          0.05000  0.005    0.09451                            348
   > server  4          0.05000  0.003    0.05948                            219
   > server  5          0.05000  0.002    0.03829                            141
   > server  6          0.05000  0.001    0.02309                             85
   > server  7          0.05000  0.001    0.01412                             52
   > server  8          0.05000  0.001    0.01086                             40
   > server  9          0.05000  0.000    0.00842                             31
   > server 10          0.05000  0.000    0.00543                             20
   > server 11          0.05000  0.000    0.00326                             12
   > server 12          0.05000  0.000    0.00299                             11
   > server 13          0.05000  0.000    0.00190                              7
   > server 14          0.05000  0.000    0.00190                              7
   > server 15          0.05000  0.000    0.00136                              5
   > server 16          0.05000  0.000    0.00136                              5
   > server 17          0.05000  0.000    0.00081                              3
   > server 18          0.05000  0.000    0.00054                              2
   > server 19          0.05000  0.000    0.00027                              1
rSwitch20    fcfs       0.05000  0.075    1.49430    0.19241    0.12876     5502
   > server  0          0.05000  0.006    0.11651                            429
   > server  1          0.05000  0.005    0.09967                            367
   > server  2          0.05000  0.005    0.09316                            343
   > server  3          0.05000  0.004    0.08854                            326
   > server  4          0.05000  0.004    0.08528                            314
   > server  5          0.05000  0.004    0.08148                            300
   > server  6          0.05000  0.004    0.07849                            289
   > server  7          0.05000  0.004    0.07605                            280
   > server  8          0.05000  0.004    0.07414                            273
   > server  9          0.05000  0.004    0.07279                            268
   > server 10          0.05000  0.004    0.07143                            263
   > server 11          0.05000  0.003    0.06898                            254
   > server 12          0.05000  0.003    0.06817                            251
   > server 13          0.05000  0.003    0.06654                            245
   > server 14          0.05000  0.003    0.06464                            238
   > server 15          0.05000  0.003    0.06138                            226
   > server 16          0.05000  0.003    0.05921                            218
   > server 17          0.05000  0.003    0.05731                            211
   > server 18          0.05000  0.003    0.05568                            205
   > server 19          0.05000  0.003    0.05486                            202
rSwitch21    fcfs       0.05000  0.030    0.59777    0.03606    0.06032     2201
   > server  0          0.05000  0.006    0.11461                            422
   > server  1          0.05000  0.004    0.07985                            294
   > server  2          0.05000  0.003    0.06084                            224
   > server  3          0.05000  0.002    0.04563                            168
   > server  4          0.05000  0.002    0.03938                            145
   > server  5          0.05000  0.002    0.03286                            121
   > server  6          0.05000  0.001    0.02906                            107
   > server  7          0.05000  0.001    0.02444                             90
   > server  8          0.05000  0.001    0.02146                             79
   > server  9          0.05000  0.001    0.01955                             72
   > server 10          0.05000  0.001    0.01874                             69
   > server 11          0.05000  0.001    0.01602                             59
   > server 12          0.05000  0.001    0.01521                             56
   > server 13          0.05000  0.001    0.01412                             52
   > server 14          0.05000  0.001    0.01304                             48
   > server 15          0.05000  0.001    0.01222                             45
   > server 16          0.05000  0.001    0.01086                             40
   > server 17          0.05000  0.001    0.01032                             38
   > server 18          0.05000  0.001    0.01005                             37
   > server 19          0.05000  0.000    0.00951                             35
rSwitch22    fcfs       0.05000  0.024    0.48832    0.02741    0.05614     1798
   > server  0          0.05000  0.006    0.11244                            414
   > server  1          0.05000  0.004    0.07116                            262
   > server  2          0.05000  0.003    0.05269                            194
   > server  3          0.05000  0.002    0.04047                            149
   > server  4          0.05000  0.002    0.03150                            116
   > server  5          0.05000  0.001    0.02580                             95
   > server  6          0.05000  0.001    0.02146                             79
   > server  7          0.05000  0.001    0.01928                             71
   > server  8          0.05000  0.001    0.01738                             64
   > server  9          0.05000  0.001    0.01439                             53
   > server 10          0.05000  0.001    0.01141                             42
   > server 11          0.05000  0.001    0.01114                             41
   > server 12          0.05000  0.000    0.00978                             36
   > server 13          0.05000  0.000    0.00896                             33
   > server 14          0.05000  0.000    0.00815                             30
   > server 15          0.05000  0.000    0.00706                             26
   > server 16          0.05000  0.000    0.00679                             25
   > server 17          0.05000  0.000    0.00652                             24
   > server 18          0.05000  0.000    0.00625                             23
   > server 19          0.05000  0.000    0.00570                             21
rSwitch23    fcfs       0.05000  0.020    0.40603    0.02072    0.05103     1495
   > server  0          0.05000  0.006    0.11461                            422
   > server  1          0.05000  0.004    0.07224                            266
   > server  2          0.05000  0.002    0.04916                            181
   > server  3          0.05000  0.002    0.03666                            135
   > server  4          0.05000  0.001    0.02879                            106
   > server  5          0.05000  0.001    0.02309                             85
   > server  6          0.05000  0.001    0.02010                             74
   > server  7          0.05000  0.001    0.01412                             52
   > server  8          0.05000  0.001    0.01005                             37
   > server  9          0.05000  0.000    0.00842                             31
   > server 10          0.05000  0.000    0.00598                             22
   > server 11          0.05000  0.000    0.00489                             18
   > server 12          0.05000  0.000    0.00435                             16
   > server 13          0.05000  0.000    0.00272                             10
   > server 14          0.05000  0.000    0.00244                              9
   > server 15          0.05000  0.000    0.00190                              7
   > server 16          0.05000  0.000    0.00190                              7
   > server 17          0.05000  0.000    0.00163                              6
   > server 18          0.05000  0.000    0.00163                              6
   > server 19          0.05000  0.000    0.00136                              5
rSwitch24    fcfs       0.05000  0.017    0.34818    0.01769    0.05081     1282
   > server  0          0.05000  0.005    0.09723                            358
   > server  1          0.05000  0.003    0.06627                            244
   > server  2          0.05000  0.002    0.04563                            168
   > server  3          0.05000  0.002    0.03205                            118
   > server  4          0.05000  0.001    0.02363                             87
   > server  5          0.05000  0.001    0.01793                             66
   > server  6          0.05000  0.001    0.01385                             51
   > server  7          0.05000  0.001    0.01114                             41
   > server  8          0.05000  0.000    0.00923                             34
   > server  9          0.05000  0.000    0.00760                             28
   > server 10          0.05000  0.000    0.00570                             21
   > server 11          0.05000  0.000    0.00462                             17
   > server 12          0.05000  0.000    0.00272                             10
   > server 13          0.05000  0.000    0.00217                              8
   > server 14          0.05000  0.000    0.00217                              8
   > server 15          0.05000  0.000    0.00163                              6
   > server 16          0.05000  0.000    0.00163                              6
   > server 17          0.05000  0.000    0.00109                              4
   > server 18          0.05000  0.000    0.00109                              4
   > server 19          0.05000  0.000    0.00081                              3
rSwitch25    fcfs       0.05000  0.019    0.38430    0.02015    0.05243     1415
   > server  0          0.05000  0.006    0.11217                            413
   > server  1          0.05000  0.004    0.07251                            267
   > server  2          0.05000  0.002    0.04889                            180
   > server  3          0.05000  0.002    0.03422                            126
   > server  4          0.05000  0.001    0.02634                             97
   > server  5          0.05000  0.001    0.01928                             71
   > server  6          0.05000  0.001    0.01521                             56
   > server  7          0.05000  0.001    0.01331                             49
   > server  8          0.05000  0.001    0.01059                             39
   > server  9          0.05000  0.000    0.00815                             30
   > server 10          0.05000  0.000    0.00570                             21
   > server 11          0.05000  0.000    0.00353                             13
   > server 12          0.05000  0.000    0.00217                              8
   > server 13          0.05000  0.000    0.00190                              7
   > server 14          0.05000  0.000    0.00190                              7
   > server 15          0.05000  0.000    0.00190                              7
   > server 16          0.05000  0.000    0.00163                              6
   > server 17          0.05000  0.000    0.00163                              6
   > server 18          0.05000  0.000    0.00163                              6
   > server 19          0.05000  0.000    0.00163                              6
rSwitch26    fcfs       0.05000  0.018    0.36556    0.01833    0.05015     1346
   > server  0          0.05000  0.006    0.11027                            406
   > server  1          0.05000  0.004    0.07414                            273
   > server  2          0.05000  0.002    0.04916                            181
   > server  3          0.05000  0.002    0.03639                            134
   > server  4          0.05000  0.001    0.02716                            100
   > server  5          0.05000  0.001    0.01955                             72
